Nomenclature;Année;Type de ligne;Type de budget;Périmètre financier Chorus;Ministère;Programme;Code (programme, action ou sous-action);Libellé Chorus abrégé;Libellé complet;Mission;Type de dépenses;Code article d'éxécution;Section CAS/CCF;Compte CAS/CCF;Id Histo Tango;Code section Chorus
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P123;0123-03-03;Fonds d'échanges éducatif;Fonds d'échanges éducatifs, culturels et sportifs;MOA Outre-mer;Hors Personnel;42.0;;;1NEX2110;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P131;0131-01-24;Festivals et résidences;Festivals et résidences;MCB Culture;Hors Personnel;15.0;;;1NEX9474;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P348;0348-12;Trav gros entretien propr;Travaux et gros entretien à la charge du propriétaire;MTR Transformation et fonction publiques;Hors Personnel;20.0;;;1ACT5458;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-03-02;Lutte contre risque plomb;Lutte contre le risque plomb;MVA Cohésion des territoires;Hors Personnel;51.0;;;1NEX9746;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P129;0129-03;Coord. politique europ.;Coordination de la politique européenne;MDC Direction de l'action du Gouvernement;Mixte;30.0;;;1ACT658;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN50 Transformation et fonction publiques;P368;0368-03;Renouv demo;Renouveau démocratique;MTR Transformation et fonction publiques;Personnel;1.0;;;22EFH2JDT86;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P180;0180-02-05;Diffusion: aide portage;Aides à la diffusion : aide au portage de la presse;MMA Médias, livre et industries culturelles;Hors Personnel;24.0;;;1NEX411;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P129;0129-02-03;GIC;Groupement interministériel de contrôle;MDC Direction de l'action du Gouvernement;Mixte;22.0;;;1NEX10482;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P207;0207-01-01;Prospective;Prospective;MSB Sécurités;Hors Personnel;10.0;;;1NEX2828;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-04-06;Observatoires du logement;Observatoires du logement;MVA Cohésion des territoires;Hors Personnel;62.0;;;1NEX9931;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-58-03;Log-Sout IA/Sout comp/EMA;Soutiens complémentaires;MDA Défense;Personnel;45.0;;;1SSA1050;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P198;0198-05-03;Rachat cot conj bateliers;Aide au rachat des cotisations de retraite pour les conjoints de bateliers;MRB Régimes sociaux et de retraite;Hors Personnel;12.0;;;1NEX2950;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P232;0232-02-01;Elections présidentielles;Elections présidentielles;MAB Administration générale et territoriale de l'État;Mixte;20.0;;;1NEX2557;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P174;0174-04-06;Charbonnages;Charbonnages;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;V0JHORMBMX;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P143;0143-02-04;Aides à l'enseignement pr;Aides à l'enseignement privé - financement des organisations fédératives, des organismes de formation des personnels et des actions pédagogiques;MEC Enseignement scolaire;Hors Personnel;33.0;;;1NEX277;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P216;0216-07-01;Cultes subv;Cultes: subventions;MAB Administration générale et territoriale de l'État;Hors Personnel;;;;1M7436P6J2H;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P308;0308-12;Commission nationale de c;Commission nationale de contrôle des techniques de renseignement;MDC Direction de l'action du Gouvernement;Mixte;53.0;;;1ACT5297;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P155;0155-08;Fonctionnement des servic;Fonctionnement des services;MTB Travail et emploi;Hors Personnel;10.0;;;1ACT4841;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P220;220.0;Stat.ÉtudesÉconomiques;Statistiques et études économiques;MDB Économie;Mixte;;;;1PGM351;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-10-79;SûretéAppr&Sécu-AutresOps;Assurer la sûreté des approches, la sécurité de l'Etat, de la nation et des citoyens - Autres opérations;MDA Défense;Hors Personnel;;;;1SSA523;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-10;Restructurations;Restructurations;MDA Défense;Hors Personnel;71.0;;;1ACT2669;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P140;0140-07-03;Personnels en décharge sy;Personnels en décharge syndicale;MEC Enseignement scolaire;Personnel;42.0;;;1NEX839;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P214;0214-09-05;Examens postbaccalauréat;Examens postbaccalauréat;MEC Enseignement scolaire;Mixte;54.0;;;1NEX9975;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P110;0110-02;Aide.Eco.Fin.Bilatérale;Aide économique et financière bilatérale;MAD Aide publique au développement;Hors Personnel;;;;1ACT606;
Dépenses_BG;2023.0;Action n'apparaissant PAS au PAP/RAP - T2 uniquement;BG;BG00;MIN10 Justice;P310;0310-99;Dépenses de personnel du;Dépenses de personnel du programme à reventiler;MJA Justice;Personnel;99.0;;;1NEX2932;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P119;0119-06-03;DGD BIBLIOTHEQUES;Concours aux bibliothèques municipales, intercommunales et départementales;MRC Relations avec les collectivités territoriales;Hors Personnel;;;;1NEX10329;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-05-13;Info Urba;Informatique Urbanisme;MVA Cohésion des territoires;Hors Personnel;;;;Z0NWTIDV4T;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P102;0102-04;AideExcepContPro;Aide exceptionnelle contrat pro;MTB Travail et emploi;Hors Personnel;;;;18E2J06CS03;
Dépenses_CCF;2023.0;Action apparaissant au PAP/RAP;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P853;0853-01;Prêts à l'Agence français;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;MZE Prêts à des États étrangers;Hors Personnel;10.0;3 Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;860.0;1ACT1261;860-S03
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P151;0151-03;Instruction demandes visa;Instruction des demandes de visa;MAA Action extérieure de l'État;Mixte;;;;1ACT580;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P193;193.0;Recherche spatiale;Recherche spatiale;MRA Recherche et enseignement supérieur;Hors Personnel;;;;1PGM303;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-02;Soutien à l'accession à l;Soutien à l'accession à la propriété;MVA Cohésion des territoires;Hors Personnel;;;;1ACT1144;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-07;Urbanisme et aménagement;Urbanisme et aménagement;MVA Cohésion des territoires;Hors Personnel;;;;1ACT4042;
Dépenses_CCF;2023.0;Programme;CCF;BG00;MIN12 Services du Premier ministre;P876;876.0;Prêts inv avenir;Prêts octroyés dans le cadre des programmes des investissements d'avenir;MZF Prêts et avances à des particuliers ou à des organismes privés;Hors Personnel;;2 Prêts pour le développement économique et social;850.0;Z0U8HDJV67;850-S02
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P147;0147-03-34;Associations;Partenariat National;MVA Cohésion des territoires;Hors Personnel;64.0;;;1NEX8915;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P190;0190-14;AERO - recherche dév;Recherche et développement dans le domaine de l'aéronautique civile;MRA Recherche et enseignement supérieur;Hors Personnel;;;;1ACT2999;
Dépenses_CAS;2023.0;Programme;CAS;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P732;732.0;Désendettement de l'État;Désendettement de l'État et d'établissements publics de l'État;MYC Participations financières de l'État;Hors Personnel;;1 Participations financières de l'État;790.0;1PGM481;790-S01
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P114;0114-04-07;CAP /CAP+ (Francexport);CAP Francexport et CAP Francexport +;MEB Engagements financiers de l'État;Hors Personnel;;;;18GUMB6GSEK;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN02 Culture;P131;131.0;Création;Création;MCB Culture;Hors Personnel;;;;1PGM244;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P131;0131-02-02;Acq° & comm publQ AV;Acquisitions et commandes publiques dans le secteur des arts visuels;MCB Culture;Hors Personnel;41.0;;;1NEX657;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P201;0201-01-01;Taxe professionnelle et c;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;MRD Remboursements et dégrèvements;Hors Personnel;10.0;;;1QDOV5MCV2L;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-01-15;Bassin Minier;Bassin Minier;MVA Cohésion des territoires;Hors Personnel;;;;VW4ZKD1OG9;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P193;0193-07;Dév satellites météo;Développement des satellites de météorologie;MRA Recherche et enseignement supérieur;Hors Personnel;;;;1ACT1341;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P162;0162-08;Plan chlordéco. terri;Volet territorialisé du plan national d'action chlordécone;MVA Cohésion des territoires;Hors Personnel;;;;1ACT2910;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P105;0105-07;Réseau diplomatique;Réseau diplomatique;MAA Action extérieure de l'État;Mixte;;;;1ACT1812;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P143;0143-05-07;Moyens d'appui;Moyens d'appui du système de l'enseignement agricole;MEC Enseignement scolaire;Hors Personnel;;;;20T0TNK9NQR;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P215;0215-04-03;Frais judiciaires et répa;Frais judiciaires et réparations civiles;MAC Agriculture, alimentation, forêt et affaires rurales;Hors Personnel;42.0;;;1NEX249;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P216;0216-09;Sécurité et éducation rou;Sécurité et éducation routières;MAB Administration générale et territoriale de l'État;Personnel;;;;1ACT4733;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN10 Justice;P182;0182-01-25;Dép. serv. éduc. mut. SP;Dépenses des services éducatifs mutualisées - Secteur public;MJA Justice;Hors Personnel;;;;1NEX10024;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P129;0129-11-01;Centre d'analyse strat.;Centre d'analyse stratégique;MDC Direction de l'action du Gouvernement;Mixte;80.0;;;1NEX524;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-03-01;Lutte contre insalubrité;Lutte contre l'insalubrité;MVA Cohésion des territoires;Hors Personnel;50.0;;;1NEX9745;
Dépenses_CCF;2023.0;Action apparaissant au PAP/RAP;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P832;0832-02;Avances L 2337-2 CGCT;Avances de l'article L. 2337-2 du code général des collectivités territoriales;MZC Avances aux collectivités territoriales;Hors Personnel;;2 Avances aux collectivités et établissements publics, et à la Nouvelle-Calédonie;880.0;1ACT566;880-S02
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P215;0215-01-03;Formation continue;Formation continue;MAC Agriculture, alimentation, forêt et affaires rurales;Hors Personnel;14.0;;;1NEX235;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P354;0354-01;Coordination de la sécuri;Coordination de la sécurité des personnes et des biens;MAB Administration générale et territoriale de l'État;Personnel;11.0;;;1ACT2379;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P112;0112-12;FNADT section générale;FNADT section générale;MVA Cohésion des territoires;Hors Personnel;;;;TAX92FQ1RQ;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P190;0190-14-01;Recherches en amont;Recherches en amont;MRA Recherche et enseignement supérieur;Hors Personnel;12.0;;;1SSA807;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-58-01;Log-Sout IA/EMA/SEA;Fonction pétrolière;MDA Défense;Personnel;43.0;;;1SSA1048;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-66;Rayonnement et contributi;Rayonnement et contribution extérieure;MDA Défense;Personnel;;;;1ACT4947;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P105;0105-04-05;CI en devises;Contributions en devises aux organisations internationales;MAA Action extérieure de l'État;Hors Personnel;64.0;;;1NEX898;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P175;0175-01-09;Prom valo MH pat mo CPER;Promotion et valorisation des monuments historiques et du patrimoine monumental (CPER);MCB Culture;Hors Personnel;18.0;;;1NEX564;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN10 Justice;P310;0310-04-02;Charges immobilières;Charges immobilières;MJA Justice;Hors Personnel;41.0;;;1NEX1562;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P162;0162-02;Eau - Agric. en Bretagne;Eau - Agriculture en Bretagne;MVA Cohésion des territoires;Hors Personnel;;;;1ACT1472;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P345;0345-09-03;Solaire photovoltaïque;Solaire photovoltaïque;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;16ERW031LGP;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-08-56;Maint.Potent.Ami-Flotlog;Maintenir le potentiel ami et autre - Flotte logistique;MDA Défense;Hors Personnel;;;;TGJI15Z2I0;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P149;0149-21-02;Emploi et innovation dans;Emploi et innovation dans les industries agroalimentaires;MAC Agriculture, alimentation, forêt et affaires rurales;Hors Personnel;12.0;;;1NEX10692;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P303;0303-03-06;reconduite fonct CRA nat;Reconduite à la frontière - Dépenses de fonctionnement des centres de rétention administrative sur crédits nationaux;MIA Immigration, asile et intégration;Hors Personnel;35.0;;;1NEX7731;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P206;0206-01-18;Surv. santé des forêts;Surveillance de la santé des forêts;MAC Agriculture, alimentation, forêt et affaires rurales;Hors Personnel;18.0;;;1NEX8869;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P193;0193-01-02;ESA;Contribution française à l'Agence spatiale européenne;MRA Recherche et enseignement supérieur;Hors Personnel;11.0;;;1NEX860;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P344;344.0;SoutienPretsCtr.Prod.Str.;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;MEB Engagements financiers de l'État;Hors Personnel;;;;1PGM1344;
